                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                0.93783,                0.63509,                 1.0931,                0.70751,                 0.6349,                0.69112,                0.44571,                 1.0524,                0.72015,                 1.1804,              0.0004085,              0.0004085,              0.0004085
                    105,                0.93856,                0.62764,                 1.0979,                0.75988,                 0.5987,                0.69303,                0.44363,                 1.0598,                0.71296,                  1.195,             0.00038693,             0.00038693,             0.00038693
                    106,                0.93154,                0.61624,                 1.0875,                0.72221,                0.61473,                0.69203,                0.44819,                 1.0599,                0.73976,                 1.1984,             0.00036536,             0.00036536,             0.00036536
                    107,                0.90056,                0.58628,                 1.0838,                0.74152,                0.61822,                0.70121,                0.44538,                  1.076,                0.74024,                 1.2084,             0.00034379,             0.00034379,             0.00034379
                    108,                0.91274,                0.61336,                 1.0779,                  0.733,                0.60954,                0.68672,                0.43987,                 1.0676,                0.74128,                 1.1981,             0.00032223,             0.00032223,             0.00032223
                    109,                0.93675,                0.60612,                 1.0857,                0.72886,                0.61225,                0.68657,                 0.4455,                 1.0533,                0.73527,                 1.1947,             0.00030066,             0.00030066,             0.00030066
                    110,                0.90846,                0.58993,                 1.0854,                 0.6944,                0.62907,                0.68747,                0.44095,                 1.0797,                0.74978,                  1.208,             0.00027909,             0.00027909,             0.00027909
                    111,                 0.8671,                0.54453,                 1.0471,                 0.7499,                0.59837,                0.67798,                0.44346,                 1.0575,                0.74617,                 1.1993,             0.00025752,             0.00025752,             0.00025752
                    112,                0.85256,                0.54484,                   1.04,                0.78161,                0.58351,                0.67752,                0.44226,                 1.0655,                0.75325,                 1.1951,             0.00023596,             0.00023596,             0.00023596
                    113,                0.86102,                0.52644,                  1.034,                0.74239,                0.60636,                0.68315,                0.44771,                 1.0516,                 0.7434,                  1.186,             0.00021439,             0.00021439,             0.00021439
                    114,                0.84104,                0.52077,                 1.0344,                0.74326,                0.60521,                0.68244,                0.44637,                 1.0501,                0.73174,                 1.1906,             0.00019282,             0.00019282,             0.00019282
                    115,                0.84494,                0.52204,                  1.034,                0.77358,                0.59653,                0.69007,                0.44513,                 1.0588,                0.72866,                  1.197,             0.00017125,             0.00017125,             0.00017125
                    116,                0.82273,                0.50329,                 1.0245,                0.76597,                0.60304,                0.68719,                0.44924,                 1.0592,                0.72736,                 1.1962,             0.00014968,             0.00014968,             0.00014968
                    117,                0.82422,                0.50373,                 1.0313,                0.77682,                0.60087,                0.68293,                0.44904,                 1.0656,                0.72169,                 1.2091,             0.00012812,             0.00012812,             0.00012812
                    118,                0.82145,                0.50329,                 1.0213,                0.75093,                 0.6269,                0.68576,                0.44831,                 1.0667,                0.71077,                 1.2042,             0.00010655,             0.00010655,             0.00010655
                    119,                0.81205,                0.49735,                 1.0177,                0.77968,                0.58785,                 0.6757,                0.44449,                 1.0663,                0.72324,                 1.2108,             8.4979e-05,             8.4979e-05,             8.4979e-05
                    120,                0.81558,                0.50872,                 1.0231,                0.79276,                0.58785,                 0.6841,                0.44502,                 1.0641,                0.72667,                 1.2096,             6.3411e-05,             6.3411e-05,             6.3411e-05
