                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                  1.137,                 0.8024,                 1.1614,                0.76526,                0.59002,                0.68145,                0.41369,                 1.1437,                0.88651,                 1.2165,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.1076,                0.82699,                 1.1597,                0.77245,                0.59645,                0.68541,                0.41292,                 1.1302,                0.80827,                 1.1952,               0.006634,               0.006634,               0.006634
                     53,                 1.0861,                0.80714,                  1.149,                0.70857,                0.62039,                 0.6949,                0.42708,                 1.1203,                0.82662,                 1.2018,               0.006568,               0.006568,               0.006568
                     54,                 1.1333,                0.83005,                 1.1768,                0.76922,                0.60738,                0.70711,                0.43609,                 1.1238,                0.86135,                 1.2203,               0.006502,               0.006502,               0.006502
                     55,                 1.0892,                 0.7982,                 1.1633,                 0.7432,                0.60894,                0.70429,                0.43248,                 1.0838,                0.80411,                 1.1665,               0.006436,               0.006436,               0.006436
                     56,                 1.0949,                0.80221,                 1.1513,                0.74292,                0.60807,                0.68813,                0.42525,                 1.1088,                0.80347,                 1.1721,                0.00637,                0.00637,                0.00637
                     57,                 1.1087,                0.81197,                 1.1666,                0.78264,                0.54881,                0.63423,                0.40681,                 1.1123,                0.88807,                    1.2,               0.006304,               0.006304,               0.006304
                     58,                 1.0967,                0.80811,                 1.1646,                 0.7714,                0.57918,                0.67625,                0.42579,                 1.1013,                0.81497,                 1.1956,               0.006238,               0.006238,               0.006238
                     59,                 1.1035,                0.78276,                 1.1666,                0.78374,                0.61605,                0.70593,                0.43229,                 1.0827,                0.75576,                 1.1811,               0.006172,               0.006172,               0.006172
                     60,                 1.0985,                0.78692,                 1.1412,                 0.7264,                0.60521,                0.66553,                0.41823,                 1.0943,                0.81174,                 1.1764,               0.006106,               0.006106,               0.006106
                     61,                 1.0655,                0.77266,                 1.1437,                0.74411,                 0.5987,                 0.6869,                0.41813,                 1.1195,                 0.8259,                 1.2086,                0.00604,                0.00604,                0.00604
                     62,                 1.1154,                  0.801,                 1.1523,                0.69263,                0.62907,                0.68819,                 0.4273,                 1.0711,                0.78346,                 1.1563,               0.005974,               0.005974,               0.005974
                     63,                 1.0778,                0.76808,                 1.1398,                 0.6945,                0.63557,                0.68914,                0.42682,                 1.0711,                0.79254,                 1.1672,               0.005908,               0.005908,               0.005908
                     64,                 1.0934,                0.76857,                 1.1445,                0.73963,                0.61003,                0.68272,                0.43043,                 1.1086,                0.76863,                 1.1872,               0.005842,               0.005842,               0.005842
