                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                  1.128,                0.82102,                  1.202,                0.74405,                0.57918,                0.68095,                0.43342,                 1.0608,                0.75807,                 1.1771,              0.0010143,              0.0010143,              0.0010143
                     46,                 1.1324,                0.83333,                 1.1903,                0.70016,                0.66811,                0.71515,                0.43978,                 1.0776,                0.79301,                  1.184,              0.0010048,              0.0010048,              0.0010048
                     47,                 1.1287,                0.81829,                 1.1703,                 0.7134,                0.63557,                0.68746,                0.42568,                 1.1253,                0.81458,                 1.2085,              0.0009954,              0.0009954,              0.0009954
                     48,                 1.1122,                0.80627,                 1.1882,                0.72366,                0.60738,                0.70401,                0.43363,                 1.0964,                0.78282,                 1.1864,             0.00098595,             0.00098595,             0.00098595
                     49,                 1.1031,                0.81652,                 1.1797,                0.72395,                0.60302,                0.66499,                0.41462,                 1.1029,                0.81294,                 1.2046,              0.0009765,              0.0009765,              0.0009765
                     50,                 1.0837,                0.80352,                 1.1645,                0.69307,                0.64859,                0.69713,                0.43558,                 1.0691,                0.74273,                 1.1792,             0.00096705,             0.00096705,             0.00096705
                     51,                 1.1252,                0.78971,                 1.1735,                0.72382,                0.61605,                0.69334,                0.42696,                 1.1044,                0.80962,                 1.1993,              0.0009576,              0.0009576,              0.0009576
                     52,                 1.1091,                0.80962,                 1.1697,                0.72808,                0.62148,                0.69868,                0.41642,                 1.1177,                0.84422,                 1.2222,             0.00094816,             0.00094816,             0.00094816
                     53,                 1.0753,                0.80174,                 1.1563,                0.78861,                0.55965,                0.68237,                 0.4289,                 1.0977,                0.77576,                 1.1842,             0.00093871,             0.00093871,             0.00093871
                     54,                 1.1094,                0.79551,                 1.1718,                 0.7601,                0.58421,                0.66945,                0.42723,                 1.0946,                0.80526,                 1.2023,             0.00092926,             0.00092926,             0.00092926
                     55,                 1.0817,                0.78936,                 1.1775,                0.76189,                0.60384,                0.69269,                0.42285,                 1.1526,                0.81083,                 1.2374,             0.00091981,             0.00091981,             0.00091981
                     56,                  1.083,                 0.7896,                 1.1604,                 0.6908,                0.64425,                0.69587,                0.42831,                 1.0659,                0.76895,                 1.1777,             0.00091036,             0.00091036,             0.00091036
                     57,                 1.0947,                0.79101,                 1.1738,                0.74074,                0.60736,                0.69972,                 0.4313,                 1.0975,                0.80104,                 1.1801,             0.00090092,             0.00090092,             0.00090092
                     58,                  1.068,                0.78673,                 1.1594,                0.71705,                0.59919,                0.68508,                0.43968,                 1.0746,                0.73798,                 1.1647,             0.00089147,             0.00089147,             0.00089147
                     59,                 1.0703,                0.75635,                 1.1619,                0.78425,                0.61388,                0.72399,                0.45072,                 1.0663,                0.71558,                 1.1588,             0.00088202,             0.00088202,             0.00088202
                     60,                 1.0768,                0.76175,                  1.144,                0.71657,                0.64208,                0.68509,                 0.4372,                 1.0478,                0.75605,                 1.1599,             0.00087257,             0.00087257,             0.00087257
                     61,                 1.0553,                0.74018,                 1.1499,                0.76362,                0.61605,                0.69433,                0.42889,                 1.0661,                0.73865,                 1.1842,             0.00086313,             0.00086313,             0.00086313
                     62,                 1.0952,                0.77496,                 1.1554,                0.75294,                0.59653,                0.68778,                 0.4326,                 1.0535,                0.72799,                   1.15,             0.00085368,             0.00085368,             0.00085368
                     63,                 1.0609,                 0.7512,                  1.146,                0.72589,                0.61388,                 0.6942,                0.43661,                 1.0615,                0.72718,                 1.1646,             0.00084423,             0.00084423,             0.00084423
                     64,                 1.0857,                0.75658,                 1.1494,                0.74779,                0.59169,                0.66462,                0.42186,                 1.0736,                 0.7832,                 1.1889,             0.00083478,             0.00083478,             0.00083478
                     65,                 1.0408,                0.76007,                 1.1441,                0.72334,                0.62473,                0.68107,                0.41904,                 1.0964,                0.76812,                 1.1864,             0.00082533,             0.00082533,             0.00082533
                     66,                 1.0325,                0.71456,                 1.1337,                0.73561,                0.63124,                0.69971,                0.44223,                 1.0625,                0.73127,                 1.1712,             0.00081589,             0.00081589,             0.00081589
                     67,                 1.0189,                0.71101,                  1.133,                0.77788,                0.60774,                0.70532,                0.44616,                 1.0597,                0.73245,                 1.1741,             0.00080644,             0.00080644,             0.00080644
                     68,                 1.0456,                 0.7228,                 1.1279,                0.72514,                0.62378,                0.68455,                0.43804,                 1.0762,                0.74795,                 1.2016,             0.00079699,             0.00079699,             0.00079699
                     69,                 1.0243,                0.72369,                 1.1286,                0.77852,                0.54013,                0.66924,                0.42575,                 1.0625,                0.75864,                 1.1805,             0.00078754,             0.00078754,             0.00078754
                     70,                 1.0488,                0.72988,                  1.143,                0.70651,                0.61619,                0.66999,                0.43045,                 1.0477,                0.82137,                  1.158,             0.00077809,             0.00077809,             0.00077809
                     71,                 1.0709,                0.72118,                 1.1332,                0.68131,                0.64208,                0.68942,                0.42373,                 1.0778,                0.74674,                 1.1804,             0.00076865,             0.00076865,             0.00076865
                     72,                  1.034,                0.71479,                 1.1344,                0.70235,                0.62039,                0.67825,                0.42284,                 1.0935,                0.77082,                 1.1825,              0.0007592,              0.0007592,              0.0007592
                     73,                  1.003,                 0.6938,                 1.1185,                0.68969,                0.64208,                0.68618,                 0.4337,                 1.0885,                0.74224,                 1.1764,             0.00074975,             0.00074975,             0.00074975
                     74,                 1.0183,                 0.7042,                 1.1311,                0.71847,                 0.6551,                0.70384,                0.43606,                 1.0996,                0.76126,                 1.1856,              0.0007403,              0.0007403,              0.0007403
                     75,                 1.0278,                0.70408,                 1.1323,                0.72352,                 0.6528,                0.70775,                0.44832,                 1.0638,                0.76106,                 1.1758,             0.00073085,             0.00073085,             0.00073085
                     76,                 1.0024,                 0.6874,                 1.1133,                0.73151,                0.62256,                0.68687,                0.43755,                 1.0918,                0.75932,                 1.1788,             0.00072141,             0.00072141,             0.00072141
                     77,                0.98879,                0.67115,                 1.1075,                0.67331,                0.65293,                 0.6923,                0.44029,                 1.0527,                0.73745,                 1.1513,             0.00071196,             0.00071196,             0.00071196
                     78,                 1.0493,                 0.7012,                 1.1338,                0.70853,                0.65386,                0.70295,                0.44319,                  1.065,                0.72899,                 1.1444,             0.00070251,             0.00070251,             0.00070251
                     79,                 1.0181,                0.68177,                 1.1143,                0.77676,                0.65076,                0.72547,                0.45022,                 1.0666,                0.69269,                 1.1501,             0.00069306,             0.00069306,             0.00069306
                     80,                0.99341,                0.66777,                 1.1112,                0.72229,                0.63774,                0.68627,                0.44281,                 1.0463,                0.73619,                 1.1481,             0.00068361,             0.00068361,             0.00068361
                     81,                0.98401,                0.66941,                 1.1081,                  0.717,                0.64208,                0.69917,                0.44613,                 1.0556,                0.75057,                 1.1497,             0.00067417,             0.00067417,             0.00067417
                     82,                0.97053,                0.65642,                 1.0992,                0.70225,                0.66811,                  0.698,                0.43225,                 1.0875,                0.74518,                 1.1846,             0.00066472,             0.00066472,             0.00066472
                     83,                0.99312,                0.66212,                 1.0974,                0.73578,                0.55965,                0.65878,                 0.4285,                 1.0859,                0.81891,                 1.1839,             0.00065527,             0.00065527,             0.00065527
                     84,                0.94806,                0.64567,                 1.0989,                0.69843,                0.61388,                0.66893,                0.44125,                 1.0494,                0.72849,                 1.1619,             0.00064582,             0.00064582,             0.00064582
                     85,                0.97699,                0.65533,                 1.0997,                0.75146,                0.59436,                0.69205,                0.44285,                 1.0664,                0.79329,                  1.156,             0.00063638,             0.00063638,             0.00063638
                     86,                0.95813,                0.64011,                 1.0978,                0.71049,                0.64208,                0.69399,                0.44171,                 1.0339,                0.72373,                 1.1429,             0.00062693,             0.00062693,             0.00062693
                     87,                0.95175,                0.63479,                 1.0787,                0.74561,                0.62039,                0.67549,                0.43527,                 1.0579,                0.78289,                 1.1541,             0.00061748,             0.00061748,             0.00061748
                     88,                0.95404,                0.63814,                 1.0912,                0.72115,                0.63392,                0.69001,                0.44529,                 1.0495,                0.76137,                 1.1539,             0.00060803,             0.00060803,             0.00060803
                     89,                0.95391,                0.62877,                   1.09,                0.79001,                0.58351,                0.68363,                0.43579,                 1.0412,                0.74068,                 1.1371,             0.00059858,             0.00059858,             0.00059858
                     90,                 1.0075,                 0.6468,                 1.0939,                 0.7145,                  0.646,                0.70113,                0.43994,                 1.0503,                0.71907,                 1.1648,             0.00058914,             0.00058914,             0.00058914
                     91,                  0.962,                0.63091,                  1.091,                0.71678,                0.64781,                0.68782,                0.43632,                  1.049,                0.73515,                 1.1588,             0.00057969,             0.00057969,             0.00057969
                     92,                0.97089,                0.63304,                 1.0929,                0.74534,                0.62218,                0.69287,                0.44131,                 1.0536,                0.72425,                 1.1628,             0.00057024,             0.00057024,             0.00057024
                     93,                0.94389,                 0.6278,                 1.0717,                0.75628,                 0.6269,                0.69958,                0.44467,                 1.0733,                 0.7477,                 1.1607,             0.00056079,             0.00056079,             0.00056079
                     94,                0.94559,                0.62867,                 1.0846,                0.71112,                0.62907,                0.67548,                0.43539,                 1.0506,                0.75315,                 1.1503,             0.00055134,             0.00055134,             0.00055134
                     95,                0.95455,                0.62442,                 1.0778,                 0.7641,                0.59219,                0.67013,                0.42798,                 1.0617,                0.75518,                 1.1768,              0.0005419,              0.0005419,              0.0005419
                     96,                0.91136,                0.59994,                 1.0781,                0.68224,                0.65293,                0.68195,                0.42911,                 1.0686,                0.75364,                  1.176,             0.00053245,             0.00053245,             0.00053245
                     97,                0.93627,                0.60861,                 1.0712,                0.71167,                0.64251,                 0.6853,                  0.432,                 1.0771,                0.72339,                 1.1748,               0.000523,               0.000523,               0.000523
